2	100.000	-66.000	
2	101.000	-66.000	
2	102.000	-66.000	
2	103.000	-66.000	
2	104.000	-66.000	
2	105.000	-66.000	
2	106.000	-66.000	
2	107.000	-66.000	
2	108.000	-66.000	
2	109.000	-66.000	
2	110.000	-66.000	
2	111.000	-66.000	
2	112.000	-66.000	
2	113.000	-66.000	
2	114.000	-66.000	
2	115.000	-66.000	
2	116.000	-66.000	
2	117.000	-66.000	
2	118.000	-66.000	
2	119.000	-66.000	
2	120.000	-66.000	
2	121.000	-66.000	
2	122.000	-66.000	
2	123.000	-66.000	
2	124.000	-66.000	
2	125.000	-66.000	
2	126.000	-66.000	
2	127.000	-66.000	
2	128.000	-66.000	
2	129.000	-66.000	
2	130.000	-66.000	
2	131.000	-66.000	
2	132.000	-66.000	
2	133.000	-66.000	
2	134.000	-66.000	
2	135.000	-66.000	
2	136.000	-66.000	
2	137.000	-66.000	
2	138.000	-66.000	
2	139.000	-66.000	
2	140.000	-66.000	
2	141.000	-66.000	
2	142.000	-66.000	
2	143.000	-66.000	
2	144.000	-66.000	
2	145.000	-66.000	
2	146.000	-66.000	
2	147.000	-66.000	
2	148.000	-66.000	
2	149.000	-66.000	
2	150.000	-66.000	
2	151.000	-66.000	
2	152.000	-66.000	
2	153.000	-66.000	
2	154.000	-66.000	
2	155.000	-66.000	
2	156.000	-66.000	
2	157.000	-66.000	
2	158.000	-66.000	
2	159.000	-66.000	
2	160.000	-66.000	
2	161.000	-66.000	
2	162.000	-66.000	
2	163.000	-66.000	
2	164.000	-66.000	
2	165.000	-66.000	
2	166.000	-66.000	
2	167.000	-66.000	
2	168.000	-66.000	
2	169.000	-66.000	
2	170.000	-66.000	
2	171.000	-66.000	
2	172.000	-66.000	
2	173.000	-66.000	
2	174.000	-66.000	
2	175.000	-66.000	
2	176.000	-66.000	
2	177.000	-66.000	
2	178.000	-66.000	
2	179.000	-66.000	
2	180.000	-66.000	
2	181.000	-66.000	
2	182.000	-66.000	
2	183.000	-66.000	
2	184.000	-66.000	
2	185.000	-66.000	
2	186.000	-66.000	
2	187.000	-66.000	
2	188.000	-66.000	
2	189.000	-66.000	
2	190.000	-66.000	
2	191.000	-66.000	
2	192.000	-66.000	
2	193.000	-66.000	
2	194.000	-66.000	
2	195.000	-66.000	
2	196.000	-66.000	
2	197.000	-66.000	
2	198.000	-66.000	
2	199.000	-66.000	
