1	1.000	-64.481	
1	2.000	-59.486	
1	3.000	-70.000	
1	4.000	-70.000	
1	5.000	-70.000	
1	6.000	-64.481	
1	7.000	-59.486	
1	8.000	-70.000	
1	9.000	-70.000	
1	10.000	-70.000	
1	11.000	-64.481	
1	12.000	-59.486	
1	13.000	-70.000	
1	14.000	-70.000	
1	15.000	-70.000	
1	16.000	-64.481	
1	17.000	-59.486	
1	18.000	-70.000	
1	19.000	-70.000	
1	20.000	-70.000	
1	21.000	-64.481	
1	22.000	-59.486	
1	23.000	-70.000	
1	24.000	-70.000	
1	25.000	-70.000	
1	26.000	-64.481	
1	27.000	-59.486	
1	28.000	-70.000	
1	29.000	-70.000	
1	30.000	-70.000	
1	31.000	-64.481	
1	32.000	-59.486	
1	33.000	-70.000	
1	34.000	-70.000	
1	35.000	-70.000	
1	36.000	-64.481	
1	37.000	-59.486	
1	38.000	-70.000	
1	39.000	-70.000	
1	40.000	-70.000	
1	41.000	-64.481	
1	42.000	-59.486	
1	43.000	-70.000	
1	44.000	-70.000	
1	45.000	-70.000	
1	46.000	-64.481	
1	47.000	-59.486	
1	48.000	-70.000	
1	49.000	-70.000	
1	50.000	-70.000	
1	51.000	-64.481	
1	52.000	-59.486	
1	53.000	-70.000	
1	54.000	-70.000	
1	55.000	-70.000	
1	56.000	-64.481	
1	57.000	-59.486	
1	58.000	-70.000	
1	59.000	-70.000	
1	60.000	-70.000	
1	61.000	-64.481	
1	62.000	-59.486	
1	63.000	-70.000	
1	64.000	-70.000	
1	65.000	-70.000	
1	66.000	-64.481	
1	67.000	-59.486	
1	68.000	-70.000	
1	69.000	-70.000	
1	70.000	-70.000	
1	71.000	-64.481	
1	72.000	-59.486	
1	73.000	-70.000	
1	74.000	-70.000	
1	75.000	-70.000	
1	76.000	-64.481	
1	77.000	-59.486	
1	78.000	-70.000	
1	79.000	-70.000	
1	80.000	-70.000	
1	81.000	-64.481	
1	82.000	-59.486	
1	83.000	-70.000	
1	84.000	-70.000	
1	85.000	-70.000	
1	86.000	-64.481	
1	87.000	-59.486	
1	88.000	-70.000	
1	89.000	-70.000	
1	90.000	-70.000	
1	91.000	-64.481	
1	92.000	-59.486	
1	93.000	-70.000	
1	94.000	-70.000	
1	95.000	-70.000	
1	96.000	-64.481	
1	97.000	-59.486	
1	98.000	-70.000	
1	99.000	-70.000	
