
 ****** Running generation 0 ****** 

Population's average fitness: 21.84875 stdev: 3.60914
Best fitness: 34.00000 - size: (6, 26) - species 12 - id 125
Average adjusted fitness: 0.535
Mean genetic distance 3.156, standard deviation 0.234
Population of 799 members in 125 species:
   ID   age  size  fitness  adj fit  stag

Species 76 with 6 members is stagnated: removing it

Species 47 with 6 members is stagnated: removing it

Species 69 with 4 members is stagnated: removing it

Species 44 with 6 members is stagnated: removing it

Species 20 with 8 members is stagnated: removing it

Species 111 with 7 members is stagnated: removing it
Average adjusted fitness: 0.426
Mean genetic distance 3.222, standard deviation 0.275
Population of 777 members in 110 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   23     7     28.0    0.455     4
     2   23     7     28.0    0.410     4
     6   23     5     26.0    0.346     8
     9   23     9     28.0    0.481    18
    10   23     7     29.0    0.410    15
    11   23     6     23.0    0.363    19
    13   23     7     28.0    0.468    12
    17   23     7     25.0    0.429    19
    18   23     6     25.0    0.346    13
    19   23     7     28.0    0.452     7
    21   23     7     27.0    0.449    13
    22   23     6     25.0    0.407    15
    23   23     6     28.0    0.385    15
    24   23     6     23.0    0.385    17
    25   23     6     24.0    0.352     4
    27   23     7     26.0    0.442    14
    28   23     7     27.0    0.397    10
    29   23     7     30.0    0.433    12
    31   23     7     30.0    0.442     6
    32   23     6     23.0    0.324    16
    33   23     5     25.0    0.333    11
    34   23     9     29.0    0.481     9
    35   23     8     27.0    0.516     1
    36   23     7     27.0    0.391    10
    37   23     7     27.0    0.526    18
    38   23     8     26.0    0.434    15
    39   23     8     30.0    0.440     9
    40   23     8     26.0    0.440    12
    42   23     8     30.0    0.415    10
    43   23     8     28.0    0.538    17
    48   23     7     26.0    0.418    15
    49   23     7     21.0    0.308    19
    50   23     8     28.0    0.462    12
    51   23     9     30.0    0.510     2
    53   23     7     28.0    0.469     9
    54   23     7     27.0    0.462     7
    55   23     7     25.0    0.337    15
    56   23     7     30.0    0.462     8
    57   23     6     25.0    0.319    12
    58   23     8     26.0    0.451    14
    59   23     6     25.0    0.431     9
    60   23     7     26.0    0.413     9
    61   23     7     24.0    0.317     3
    63   23     7     28.0    0.531    12
    64   23     7     26.0    0.436     6
    65   23     7     26.0    0.487    15
    66   23     8     29.0    0.474     6
    67   23     7     24.0    0.312    12
    70   23     7     27.0    0.361     3
    72   23     6     25.0    0.379     2
    73   23     7     26.0    0.494    12
    74   23     2     27.0    0.445    18
    75   23     6     26.0    0.385    16
    77   23     8     27.0    0.500    12
    78   23     8     30.0    0.538     0
    79   23     9     29.0    0.490    14
    80   23     7     27.0    0.487    14
    81   23     7     26.0    0.423    18
    82   23     6     23.0    0.379     1
    83   23     7     25.0    0.436    12
    84   23     7     28.0    0.462     6
    85   23     8     30.0    0.434    17
    86   23     8     28.0    0.484    18
    87   23     9     27.0    0.481    14
    88   23     8     29.0    0.418     3
    89   23     7     29.0    0.494    17
    90   23     7     28.0    0.372     9
    91   23     7     27.0    0.359    19
    92   23     6     25.0    0.341     7
    93   23     7     26.0    0.436    10
    94   23    14     29.0    0.412    11
    95   23     6     26.0    0.385     3
    96   23     6     30.0    0.446    11
    97   23     7     24.0    0.359    19
    98   23     8     25.0    0.385     5
    99   23     7     26.0    0.487    14
   100   23     7     26.0    0.397     5
   101   23     7     30.0    0.457    12
   102   23     8     24.0    0.423    19
   103   23     8     25.0    0.412    16
   104   23     6     29.0    0.390    17
   105   23     6     26.0    0.369    14
   106   23     5     23.0    0.269     6
   107   23     7     29.0    0.462    18
   108   23     8     28.0    0.451    11
   109   23     7     27.0    0.409     8
   110   23     8     30.0    0.516    10
   112   23     5     23.0    0.346     7
   113   23     7     34.0    0.462     1
   114   23     8     27.0    0.462    16
   115   23     8     28.0    0.527    13
   116   23     7     25.0    0.375     5
   117   23     7     25.0    0.365    11
   118   23     7     25.0    0.391    12
   119   23     7     29.0    0.577    12
   120   23     8     37.0    0.533     0
   121   23     7     27.0    0.500     7
   122   23     9     28.0    0.490     1
   123   23     7     27.0    0.447    12
   125   23     6     21.0    0.323    17
   126   22     8     27.0    0.440    16
   128   22     6     24.0    0.407    11
   129   22     7     28.0    0.428    10
   130   22     7     27.0    0.500    10
   131   22     6     24.0    0.308     3
   132   22     8     26.0    0.473    11
   133   22     6     24.0    0.401    12
   134   22     7     27.0    0.423     4
   135   21     7     25.0    0.404     5
   136   20     5     25.0    0.314    12
Total extinctions: 0
Generation time: 10.537 sec (11.003 average)

 ****** Running generation 24 ****** 

Population's average fitness: 22.19691 stdev: 3.73458
Best fitness: 35.00000 - size: (6, 17) - species 79 - id 13700

Species 91 with 7 members is stagnated: removing it

Species 49 with 7 members is stagnated: removing it

Species 11 with 6 members is stagnated: removing it

Species 97 with 7 members is stagnated: removing it

Species 102 with 8 members is stagnated: removing it

Species 17 with 7 members is stagnated: removing it
Average adjusted fitness: 0.443
Mean genetic distance 3.218, standard deviation 0.280
Population of 767 members in 104 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   24     6     30.0    0.398     5
     2   24     8     26.0    0.453     5
     6   24     6     26.0    0.435     9
     9   24     8     26.0    0.396    19
    10   24     6     27.0    0.379    16
    13   24     8     25.0    0.435    13
    18   24     5     24.0    0.312    14
    19   24     8     26.0    0.435     8
    21   24     8     29.0    0.441    14
    22   24     7     25.0    0.413    16
    23   24     7     25.0    0.413    16
    24   24     5     26.0    0.304    18
    25   24     7     29.0    0.464     5
    27   24     6     22.0    0.286    15
    28   24     6     24.0    0.354    11
    29   24     9     32.0    0.578     0
    31   24     8     32.0    0.559     0
    32   24     7     27.0    0.507    17
    33   24     6     23.0    0.374    12
    34   24     8     30.0    0.459    10
    35   24     7     26.0    0.370     2
    36   24     8     31.0    0.540    11
    37   24     6     26.0    0.379    19
    38   24     7     29.0    0.451    16
    39   24     7     28.0    0.424    10
    40   24     7     25.0    0.413    13
    42   24     9     26.0    0.473    11
    43   24     7     28.0    0.402    18
    48   24     8     27.0    0.516    16
    50   24     7     26.0    0.424    13
    51   24     8     30.0    0.464     3
    53   24     8     24.0    0.410    10
    54   24     8     26.0    0.435     8
    55   24     8     30.0    0.472    16
    56   24     6     26.0    0.366     9
    57   24     7     28.0    0.413    13
    58   24     7     28.0    0.418    15
    59   24     7     31.0    0.428     0
    60   24     9     34.0    0.621     0
    61   24     8     27.0    0.404     4
    63   24     6     22.0    0.286    13
    64   24     8     27.0    0.466     7
    65   24     6     22.0    0.354    16
    66   24     7     25.0    0.424     7
    67   24     8     25.0    0.472    13
    70   24     8     30.0    0.422     4
    72   24     7     31.0    0.457     0
    73   24     8     26.0    0.435    13
    74   24     5     26.0    0.522    19
    75   24     7     27.0    0.500    17
    77   24     7     25.0    0.424    13
    78   24     9     28.0    0.478     1
    79   24    10     35.0    0.589     0
    80   24     8     28.0    0.516    15
    81   24     8     29.0    0.491    19
    82   24     7     26.0    0.428     2
    83   24     8     33.0    0.484     0
    84   24     8     30.0    0.472     7
    85   24     7     24.0    0.402    18
    86   24     7     29.0    0.457    19
    87   24     8     27.0    0.435    15
    88   24     9     27.0    0.462     4
    89   24     6     26.0    0.304    18
    90   24     8     24.0    0.435    10
    92   24     7     26.0    0.435     8
    93   24     8     28.0    0.472    11
    94   24    12     28.0    0.429    12
    95   24     7     25.0    0.362     4
    96   24     7     26.0    0.493    12
    98   24     9     26.0    0.478     6
    99   24     8     33.0    0.478    15
   100   24     8     27.0    0.460     6
   101   24     8     30.0    0.503    13
   103   24     7     26.0    0.413    17
   104   24     5     24.0    0.341    18
   105   24     7     26.0    0.406    15
   106   24     7     27.0    0.557     7
   107   24     8     27.0    0.491    19
   108   24     7     28.0    0.457    12
   109   24     8     28.0    0.522     9
   110   24     7     25.0    0.429    11
   112   24     6     24.0    0.400     8
   113   24     8     29.0    0.491     2
   114   24     7     25.0    0.353    17
   115   24     7     28.0    0.451    14
   116   24     6     25.0    0.379     6
   117   24     6     25.0    0.366    12
   118   24     8     23.0    0.441    13
   119   24     6     27.0    0.329    13
   120   24     9     33.0    0.565     1
   121   24     8     26.0    0.435     8
   122   24     8     33.0    0.488     2
   123   24     8     29.0    0.534    13
   125   24     7     27.0    0.478    18
   126   23     7     24.0    0.413    17
   128   23     7     30.0    0.500    12
   129   23     8     26.0    0.441    11
   130   23     8     26.0    0.466    11
   131   23     8     28.0    0.551     4
   132   23     9     27.0    0.473    12
   133   23     9     32.0    0.652     0
   134   23     6     24.0    0.398     5
   135   22     6     26.0    0.366     6
   136   21     7     28.0    0.470    13
Total extinctions: 0
Generation time: 10.439 sec (10.948 average)
Saving checkpoint to neat-checkpoint-24

 ****** Running generation 25 ****** 

Population's average fitness: 21.90613 stdev: 3.83412
Best fitness: 34.00000 - size: (6, 18) - species 39 - id 13719

Species 74 with 5 members is stagnated: removing it

Species 107 with 8 members is stagnated: removing it

Species 37 with 6 members is stagnated: removing it

Species 81 with 8 members is stagnated: removing it

Species 9 with 8 members is stagnated: removing it
Average adjusted fitness: 0.515
Mean genetic distance 3.218, standard deviation 0.282
Population of 774 members in 99 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   25     7     24.0    0.473     6
     2   25     9     31.0    0.620     6
     6   25     7     25.0    0.440    10
    10   25     7     25.0    0.473    17
    13   25     9     28.0    0.530    14
    18   25     6     27.0    0.504    15
    19   25     7     26.0    0.425     9
    21   25     7     26.0    0.430    15
    22   25     8     30.0    0.594    17
    23   25     8     30.0    0.617    17
    24   25     6     24.0    0.432    19
    25   25     8     30.0    0.497     6
    27   25     7     26.0    0.487    16
    28   25     7     26.0    0.473    12
    29   25     8     27.0    0.547     1
    31   25     7     29.0    0.490     1
    32   25     6     24.0    0.440    18
    33   25     7     26.0    0.447    13
    34   25     7     34.0    0.450     0
    35   25     8     26.0    0.480     3
    36   25     7     28.0    0.495    12
    38   25     8     24.0    0.497    17
    39   25     8     34.0    0.571     0
    40   25     6     26.0    0.440    14
    42   25     8     27.0    0.538    12
    43   25     8     28.0    0.531    19
    48   25     9     28.0    0.575    17
    50   25     8     27.0    0.503    14
    51   25     9     32.0    0.540     0
    53   25     9     26.0    0.510    11
    54   25     7     30.0    0.480     9
    55   25     9     31.0    0.550    17
    56   25     7     27.0    0.513    10
    57   25     8     25.0    0.486    14
    58   25     8     28.0    0.514    16
    59   25     8     27.0    0.497     1
    60   25     8     30.0    0.547     1
    61   25     7     26.0    0.480     5
    63   25     8     32.0    0.613     0
    64   25     7     25.0    0.480     8
    65   25     7     23.0    0.487    17
    66   25     8     28.0    0.531     8
    67   25     7     25.0    0.455    14
    70   25     9     29.0    0.540     5
    72   25     8     26.0    0.480     1
    73   25     7     27.0    0.495    14
    75   25     8     27.0    0.520    18
    77   25     8     26.0    0.497    14
    78   25     8     25.0    0.493     2
    79   25     9     28.0    0.588     1
    80   25     9     30.0    0.540    16
    82   25     8     29.0    0.537     3
    83   25     9     27.0    0.530     1
    84   25     9     31.0    0.680     8
    85   25     8     23.0    0.463    19
    86   25     8     30.0    0.554     0
    87   25     7     24.0    0.460    16
    88   25     8     26.0    0.440     5
    89   25     8     29.0    0.580    19
    90   25     9     27.0    0.540    11
    92   25     8     27.0    0.543     9
    93   25     7     28.0    0.435    12
    94   25    10     29.0    0.513    13
    95   25     8     25.0    0.526     5
    96   25     8     27.0    0.543    13
    98   25    10     32.0    0.631     7
    99   25     7     27.0    0.455    16
   100   25     7     24.0    0.465     7
   101   25     9     28.0    0.535    14
   103   25     8     26.0    0.526    18
   104   25     7     32.0    0.576     0
   105   25     8     26.0    0.526    16
   106   25     8     31.0    0.571     0
   108   25     9     31.0    0.646    13
   109   25     9     30.0    0.580    10
   110   25     8     31.0    0.497    12
   112   25     7     22.0    0.433     9
   113   25     9     27.0    0.595     3
   114   25     8     25.0    0.463    18
   115   25     8     25.0    0.531    15
   116   25     7     28.0    0.513     7
   117   25     7     25.0    0.527    13
   118   25     7     26.0    0.480    14
   119   25     7     25.0    0.473    14
   120   25     8     26.0    0.551     2
   121   25     7     26.0    0.490     9
   122   25     9     28.0    0.605     3
   123   25     9     29.0    0.570    14
   125   25     8     24.0    0.457    19
   126   24     6     28.0    0.429    18
   128   24     6     22.0    0.406    13
   129   24     7     25.0    0.450    12
   130   24     9     32.0    0.585     0
   131   24     9     32.0    0.540     5
   132   24    10     28.0    0.596    13
   133   24     8     27.0    0.538     1
   134   24     7     28.0    0.533     6
   135   23     7     25.0    0.540     7
   136   22     8     24.0    0.474    14
Total extinctions: 0
Generation time: 10.174 sec (10.860 average)

 ****** Running generation 26 ****** 

Population's average fitness: 22.14599 stdev: 3.64980
Best fitness: 33.00000 - size: (6, 20) - species 24 - id 14365

Species 43 with 8 members is stagnated: removing it

Species 89 with 8 members is stagnated: removing it

Species 85 with 8 members is stagnated: removing it

Species 125 with 8 members is stagnated: removing it
Average adjusted fitness: 0.528
Mean genetic distance 3.220, standard deviation 0.288
Population of 777 members in 95 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   26     9     29.0    0.646     7
     2   26     8     28.0    0.517     7
     6   26     8     25.0    0.466    11
    10   26     8     29.0    0.571    18
    13   26    10     29.0    0.585    15
    18   26     7     26.0    0.449    16
    19   26     8     28.0    0.584    10
    21   26     8     28.0    0.522    16
    22   26     7     26.0    0.478    18
    23   26     9     27.0    0.560    18
    24   26     8     33.0    0.616     0
    25   26     7     27.0    0.473     7
    27   26     8     27.0    0.516    17
    28   26     8     24.0    0.453    13
    29   26     7     29.0    0.500     2
    31   26     8     25.0    0.522     2
    32   26     8     29.0    0.601    19
    33   26     8     25.0    0.441    14
    34   26     9     29.0    0.665     1
    35   26     9     28.0    0.565     4
    36   26     8     27.0    0.559    13
    38   26     9     25.0    0.549    18
    39   26     9     26.0    0.511     1
    40   26     7     25.0    0.558    15
    42   26     7     25.0    0.462    13
    48   26     8     26.0    0.531    18
    50   26     7     24.0    0.495    15
    51   26     8     26.0    0.527     1
    53   26     8     27.0    0.425    12
    54   26     8     30.0    0.484    10
    55   26     8     25.0    0.541    18
    56   26     8     24.0    0.491    11
    57   26     9     29.0    0.571    15
    58   26     9     28.0    0.592    17
    59   26     9     27.0    0.533     2
    60   26     9     27.0    0.560     2
    61   26     8     30.0    0.540     6
    63   26     7     26.0    0.500     1
    64   26     9     32.0    0.708     9
    65   26     8     31.0    0.602    18
    66   26     7     25.0    0.495     9
    67   26     8     30.0    0.590    15
    70   26    10     32.0    0.628     6
    72   26     9     28.0    0.511     2
    73   26     8     25.0    0.553    15
    75   26     7     25.0    0.457    19
    77   26     7     26.0    0.495    15
    78   26     9     27.0    0.522     3
    79   26     8     26.0    0.459     2
    80   26     8     26.0    0.546    17
    82   26     7     27.0    0.489     4
    83   26     8     24.0    0.493     2
    84   26     8     29.0    0.522     9
    86   26     9     27.0    0.516     1
    87   26     8     29.0    0.547     0
    88   26     7     27.0    0.495     6
    90   26    10     31.0    0.609    12
    92   26     9     27.0    0.543    10
    93   26     8     25.0    0.453    13
    94   26     9     26.0    0.474    14
    95   26     9     26.0    0.516     6
    96   26     7     24.0    0.446    14
    98   26     9     29.0    0.565     8
    99   26     8     27.0    0.602    17
   100   26     8     24.0    0.460     8
   101   26     8     26.0    0.546    15
   103   26     9     31.0    0.641     0
   104   26     8     27.0    0.602     1
   105   26     9     25.0    0.511    17
   106   26     9     26.0    0.505     1
   108   26    10     33.0    0.609     0
   109   26     8     33.0    0.560    11
   110   26     9     26.0    0.538    13
   112   26     8     27.0    0.472    10
   113   26     8     27.0    0.483     4
   114   26     7     24.0    0.424    19
   115   26     9     26.0    0.511    16
   116   26     8     25.0    0.503     8
   117   26     8     29.0    0.491    14
   118   26     8     30.0    0.509    15
   119   26     8     27.0    0.447    15
   120   26     9     28.0    0.598     3
   121   26     8     27.0    0.609    10
   122   26     8     25.0    0.517     4
   123   26     8     33.0    0.522    15
   126   25     7     26.0    0.486    19
   128   25     7     26.0    0.543    14
   129   25     8     27.0    0.453    13
   130   25     8     28.0    0.522     1
   131   25     8     28.0    0.527     6
   132   25     8     25.0    0.435    14
   133   25     9     27.0    0.598     2
   134   25     8     28.0    0.497     7
   135   24     8     24.0    0.472     8
   136   23     9     26.0    0.560    15
Total extinctions: 0
Generation time: 10.171 sec (10.744 average)

 ****** Running generation 27 ****** 

Population's average fitness: 22.05148 stdev: 3.46149
Best fitness: 34.00000 - size: (6, 19) - species 63 - id 15148

Species 114 with 7 members is stagnated: removing it

Species 75 with 7 members is stagnated: removing it

Species 126 with 7 members is stagnated: removing it

Species 32 with 8 members is stagnated: removing it
Average adjusted fitness: 0.457
Mean genetic distance 3.218, standard deviation 0.293
Population of 778 members in 91 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   27    10     30.0    0.520     8
     2   27     7     26.0    0.381     8
     6   27     7     25.0    0.409    12
    10   27     9     30.0    0.506    19
    13   27     9     26.0    0.427    16
    18   27     8     27.0    0.513    17
    19   27     7     23.0    0.386    11
    21   27     9     26.0    0.455    17
    22   27     8     26.0    0.455    19
    23   27     8     23.0    0.409    19
    24   27     9     27.0    0.449     1
    25   27     6     23.0    0.286     8
    27   27     9     28.0    0.523    18
    28   27     7     24.0    0.392    14
    29   27     9     29.0    0.552     3
    31   27     9     30.0    0.511     3
    33   27     9     33.0    0.545     0
    34   27    10     28.0    0.510     2
    35   27     8     27.0    0.424     5
    36   27     9     29.0    0.517    14
    38   27     8     24.0    0.414    19
    39   27     8     28.0    0.414     2
    40   27     8     27.0    0.487    16
    42   27     8     27.0    0.500    14
    48   27     9     28.0    0.500    19
    50   27     8     26.0    0.416    16
    51   27     9     25.0    0.432     2
    53   27     7     26.0    0.369    13
    54   27     9     29.0    0.540    11
    55   27     9     26.0    0.420    19
    56   27     7     25.0    0.386    12
    57   27     8     28.0    0.465    16
    58   27    10     28.0    0.500    18
    59   27    10     33.0    0.621     0
    60   27     8     26.0    0.384     3
    61   27     9     27.0    0.477     7
    63   27    10     34.0    0.636     0
    64   27    10     29.0    0.540    10
    65   27     9     28.0    0.449    19
    66   27     8     29.0    0.461    10
    67   27     9     26.0    0.568    16
    70   27    11     29.0    0.555     7
    72   27     8     25.0    0.444     3
    73   27     9     26.0    0.500    16
    77   27     8     26.0    0.435    16
    78   27    10     34.0    0.490     0
    79   27     9     26.0    0.477     3
    80   27     9     28.0    0.500    18
    82   27     8     25.0    0.487     5
    83   27     9     28.0    0.500     3
    84   27     9     26.0    0.432    10
    86   27     8     27.0    0.434     2
    87   27     9     28.0    0.489     1
    88   27     9     32.0    0.604     0
    90   27     9     27.0    0.468    13
    92   27     8     23.0    0.389    11
    93   27     9     27.0    0.420    14
    94   27     8     28.0    0.444    15
    95   27     8     25.0    0.369     7
    96   27     8     27.0    0.468    15
    98   27    10     27.0    0.480     9
    99   27     9     26.0    0.460    18
   100   27     9     29.0    0.449     9
   101   27     7     25.0    0.369    16
   103   27     8     27.0    0.409     1
   104   27     9     29.0    0.534     2
   105   27    10     27.0    0.505    18
   106   27     8     26.0    0.414     2
   108   27     9     26.0    0.382     1
   109   27     7     29.0    0.398    12
   110   27     8     25.0    0.374    14
   112   27     9     26.0    0.443    11
   113   27     9     25.0    0.455     5
   115   27     7     24.0    0.288    17
   116   27     9     27.0    0.443     9
   117   27     7     27.0    0.381    15
   118   27     9     30.0    0.528    16
   119   27     9     26.0    0.466    16
   120   27    10     29.0    0.540     4
   121   27     9     30.0    0.438    11
   122   27     7     23.0    0.369     5
   123   27     9     27.0    0.494    16
   128   26     8     24.0    0.422    15
   129   26     9     25.0    0.420    14
   130   26     7     24.0    0.381     2
   131   26     9     29.0    0.455     7
   132   26     9     25.0    0.432    15
   133   26    10     26.0    0.495     3
   134   26     9     27.0    0.494     8
   135   25     7     27.0    0.415     9
   136   24     8     25.0    0.434    16
Total extinctions: 0
Generation time: 10.122 sec (10.622 average)

 ****** Running generation 28 ****** 

Population's average fitness: 22.05656 stdev: 3.62750
Best fitness: 34.00000 - size: (6, 18) - species 13 - id 15735

Species 23 with 8 members is stagnated: removing it

Species 55 with 9 members is stagnated: removing it

Species 22 with 8 members is stagnated: removing it

Species 48 with 9 members is stagnated: removing it

Species 65 with 9 members is stagnated: removing it

Species 10 with 9 members is stagnated: removing it

Species 38 with 8 members is stagnated: removing it
Average adjusted fitness: 0.520
Mean genetic distance 3.210, standard deviation 0.302
Population of 772 members in 84 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   28     9     28.0    0.508     9
     2   28     9     29.0    0.549     9
     6   28     8     24.0    0.491    13
    13   28    10     34.0    0.591     0
    18   28     9     27.0    0.465    18
    19   28     8     25.0    0.497    12
    21   28     8     24.0    0.462    18
    24   28    10     25.0    0.520     2
    25   28     7     23.0    0.480     9
    27   28    10     29.0    0.502    19
    28   28     8     25.0    0.503    15
    29   28     8     26.0    0.480     4
    31   28     8     25.0    0.382     4
    33   28    10     27.0    0.507     1
    34   28     9     28.0    0.536     3
    35   28     9     27.0    0.510     6
    36   28    10     29.0    0.600    15
    39   28     9     27.0    0.490     3
    40   28     9     27.0    0.560    17
    42   28     9     27.0    0.480    15
    50   28    10     32.0    0.610    17
    51   28    10     30.0    0.578     3
    53   28     8     26.0    0.520    14
    54   28    10     27.0    0.520    12
    56   28     8     24.0    0.463    13
    57   28     9     28.0    0.535    17
    58   28    11     30.0    0.556     0
    59   28    11     28.0    0.600     1
    60   28     9     26.0    0.490     4
    61   28     8     25.0    0.476     8
    63   28    11     27.0    0.576     1
    64   28    11     29.0    0.568    11
    66   28     7     27.0    0.395    11
    67   28    10     25.0    0.564    17
    70   28    10     29.0    0.553     8
    72   28     9     25.0    0.575     4
    73   28    10     28.0    0.511    17
    77   28     9     24.0    0.490    17
    78   28     9     30.0    0.412     1
    79   28    10     28.0    0.569     4
    80   28     8     25.0    0.467    19
    82   28     9     26.0    0.515     6
    83   28     8     25.0    0.400     4
    84   28    10     27.0    0.547    11
    86   28     9     28.0    0.585     3
    87   28     8     23.0    0.458     2
    88   28    10     28.0    0.533     1
    90   28    10     25.0    0.524    14
    92   28     9     31.0    0.560    12
    93   28    10     28.0    0.587    15
    94   28     9     28.0    0.490    16
    95   28     9     24.0    0.490     8
    96   28     9     27.0    0.510    16
    98   28    11     32.0    0.560    10
    99   28    10     25.0    0.516    19
   100   28     8     24.0    0.347    10
   101   28     8     24.0    0.491    17
   103   28     9     32.0    0.575     0
   104   28    10     26.0    0.533     3
   105   28    11     25.0    0.556    19
   106   28     9     26.0    0.520     3
   108   28     8     25.0    0.462     2
   109   28     9     29.0    0.651    13
   110   28     9     31.0    0.530    15
   112   28    10     29.0    0.573    12
   113   28    10     27.0    0.560     6
   115   28     9     30.0    0.611    18
   116   28    10     30.0    0.591    10
   117   28     9     27.0    0.617    16
   118   28    10     27.0    0.542    17
   119   28    10     25.0    0.533    17
   120   28     9     27.0    0.524     5
   121   28    10     27.0    0.538    12
   122   28     8     25.0    0.497     6
   123   28    10     25.0    0.507    17
   128   27     9     27.0    0.475    16
   129   27     8     27.0    0.476    15
   130   27     8     26.0    0.514     3
   131   27    10     27.0    0.529     8
   132   27    10     25.0    0.502    16
   133   27     9     26.0    0.492     4
   134   27     8     24.0    0.444     9
   135   26     9     30.0    0.577    10
   136   25     9     26.0    0.495    17
Total extinctions: 0
Generation time: 9.946 sec (10.490 average)

 ****** Running generation 29 ****** 

Population's average fitness: 22.12824 stdev: 3.63102
Best fitness: 33.00000 - size: (6, 19) - species 28 - id 15533

Species 105 with 11 members is stagnated: removing it

Species 80 with 8 members is stagnated: removing it

Species 27 with 10 members is stagnated: removing it

Species 99 with 10 members is stagnated: removing it
Average adjusted fitness: 0.482
Mean genetic distance 3.210, standard deviation 0.310
Population of 772 members in 80 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   29    11     28.0    0.635    10
     2   29    10     27.0    0.487    10
     6   29     9     28.0    0.470    14
    13   29    11     30.0    0.557     1
    18   29    10     26.0    0.460    19
    19   29     9     29.0    0.512    13
    21   29     7     23.0    0.369    19
    24   29     9     26.0    0.457     3
    25   29     8     25.0    0.374    10
    28   29     9     33.0    0.512     0
    29   29     9     25.0    0.393     5
    31   29     9     30.0    0.458     5
    33   29     9     25.0    0.443     2
    34   29    10     28.0    0.503     4
    35   29    10     27.0    0.466     7
    36   29     9     25.0    0.429    16
    39   29    10     29.0    0.476     4
    40   29    10     28.0    0.450    18
    42   29    10     28.0    0.455    16
    50   29     9     26.0    0.467    18
    51   29    11     26.0    0.519     4
    53   29     9     25.0    0.423    15
    54   29     9     27.0    0.438    13
    56   29     9     25.0    0.518    14
    57   29    10     26.0    0.466    18
    58   29    10     30.0    0.528     1
    59   29    10     30.0    0.519     2
    60   29    10     26.0    0.524     5
    61   29     9     28.0    0.482     9
    63   29    10     29.0    0.468     2
    64   29    10     27.0    0.463    12
    66   29     8     28.0    0.449    12
    67   29     9     25.0    0.410    18
    70   29    11     28.0    0.519     9
    72   29    10     29.0    0.471     5
    73   29     9     26.0    0.481    18
    77   29     8     23.0    0.418    18
    78   29    10     28.0    0.571     2
    79   29    11     30.0    0.529     5
    82   29     8     26.0    0.423     7
    83   29     9     25.0    0.452     5
    84   29     9     29.0    0.462    12
    86   29    10     28.0    0.471     4
    87   29     9     25.0    0.423     3
    88   29    12     31.0    0.629     2
    90   29     9     26.0    0.386    15
    92   29    10     28.0    0.529    13
    93   29    11     28.0    0.486    16
    94   29    11     31.0    0.624    17
    95   29    10     26.0    0.455     9
    96   29    11     30.0    0.582    17
    98   29    10     30.0    0.433    11
   100   29     9     26.0    0.458    11
   101   29     9     26.0    0.399    18
   103   29     8     24.0    0.360     1
   104   29    11     30.0    0.543     4
   106   29    10     26.0    0.471     4
   108   29     9     30.0    0.464     3
   109   29     8     29.0    0.429    14
   110   29    10     29.0    0.524    16
   112   29    11     27.0    0.505    13
   113   29     9     27.0    0.481     7
   115   29    10     26.0    0.455    19
   116   29    11     31.0    0.529    11
   117   29    10     28.0    0.503    17
   118   29    11     29.0    0.571    18
   119   29    11     33.0    0.557     0
   120   29    10     26.0    0.460     6
   121   29    11     29.0    0.567    13
   122   29     9     31.0    0.500     7
   123   29    11     28.0    0.514    18
   128   28     8     26.0    0.418    17
   129   28     9     26.0    0.482    16
   130   28     9     27.0    0.506     4
   131   28     9     25.0    0.457     9
   132   28     9     26.0    0.467    17
   133   28    10     27.0    0.471     5
   134   28    10     29.0    0.554    10
   135   27    10     26.0    0.534    11
   136   26    10     27.0    0.444    18
Total extinctions: 0
Generation time: 9.897 sec (10.369 average)
Saving checkpoint to neat-checkpoint-29

 ****** Running generation 30 ****** 

Population's average fitness: 22.17617 stdev: 3.58791
Best fitness: 34.00000 - size: (6, 18) - species 1 - id 15364

Species 21 with 7 members is stagnated: removing it

Species 115 with 10 members is stagnated: removing it

Species 18 with 10 members is stagnated: removing it
Average adjusted fitness: 0.485
Mean genetic distance 3.210, standard deviation 0.314
Population of 775 members in 77 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   30    12     34.0    0.597     0
     2   30     9     28.0    0.422    11
     6   30    10     24.0    0.444    15
    13   30    10     26.0    0.486     2
    19   30    10     28.0    0.512    14
    24   30     8     24.0    0.406     4
    25   30     9     24.0    0.424    11
    28   30     8     25.0    0.420     1
    29   30    10     28.0    0.512     6
    31   30     8     27.0    0.362     6
    33   30    10     28.0    0.502     3
    34   30    11     27.0    0.578     5
    35   30     9     23.0    0.374     8
    36   30     8     26.0    0.415    17
    39   30    11     27.0    0.513     5
