
 ****** Running generation 0 ****** 

Population's average fitness: 21.84875 stdev: 3.60914
Best fitness: 34.00000 - size: (6, 26) - species 12 - id 125
Average adjusted fitness: 0.535
Mean genetic distance 3.156, standard deviation 0.234
Population of 799 members in 125 species:
   ID   age  size  fitness  adj fit  stag
   102    9     4     26.0    0.327     5
   103    9     5     22.0    0.295     2
   104    9     6     24.0    0.403     3
   105    9     8     35.0    0.539     0
   106    9     5     27.0    0.326     3
   107    9     5     27.0    0.394     4
   108    9     6     26.0    0.473     6
   109    9     7     26.0    0.500     8
   110    9     4     25.0    0.309     4
   111    9     6     25.0    0.473     6
   112    9     4     24.0    0.291     3
   113    9     7     30.0    0.500     6
   114    9     6     23.0    0.391     2
   115    9     6     30.0    0.509     0
   116    9     5     27.0    0.379     7
   117    9     7     27.0    0.508     7
   118    9     5     26.0    0.424     5
   119    9     4     23.0    0.300     6
   120    9     4     23.0    0.291     6
   121    9     6     24.0    0.400     7
   122    9     5     29.0    0.356     7
   123    9     7     29.0    0.443     5
   124    9     8     29.0    0.500     8
   125    9     4     26.0    0.336     3
   126    8     6     25.0    0.500     2
   127    8     5     26.0    0.356     7
   128    8     5     22.0    0.273     5
   129    8     5     25.0    0.424     3
   130    8     6     27.0    0.403     6
   131    8     6     26.0    0.482     4
   132    8     6     29.0    0.518     3
   133    8     5     25.0    0.409     5
   134    8     5     26.0    0.394     4
   135    7     7     27.0    0.432     1
   136    6     6     25.0    0.455     3
Total extinctions: 0
Generation time: 10.936 sec (10.935 average)
Saving checkpoint to neat-checkpoint-9

 ****** Running generation 10 ****** 

Population's average fitness: 22.01139 stdev: 3.53122
Best fitness: 34.00000 - size: (6, 23) - species 115 - id 6271
Average adjusted fitness: 0.428
Mean genetic distance 3.208, standard deviation 0.252
Population of 798 members in 136 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   10     6     27.0    0.469    10
     2   10     6     23.0    0.419     8
     3   10     7     29.0    0.540    10
     4   10     7     27.0    0.444     9
     5   10     6     27.0    0.429    10
     6   10     5     26.0    0.421     6
     7   10     6     26.0    0.476     9
     8   10     5     24.0    0.373     8
     9   10     6     24.0    0.448     5
    10   10     5     23.0    0.321     2
    11   10     5     21.0    0.254     6
    12   10     7     28.0    0.452    10
    13   10     5     24.0    0.349     9
    14   10     7     26.0    0.468     8
    15   10     5     27.0    0.389    10
    16   10     5     24.0    0.429    10
    17   10     6     25.0    0.422     6
    18   10     7     33.0    0.540     0
    19   10     6     27.0    0.448     8
    20   10     4     22.0    0.276     7
    21   10     7     30.0    0.603     0
    22   10     5     26.0    0.389     2
    23   10     6     27.0    0.486     2
    24   10     5     24.0    0.262     4
    25   10     5     23.0    0.246     3
    26   10     5     25.0    0.405     8
    27   10     6     24.0    0.429     1
    28   10     6     28.0    0.581     3
    29   10     8     30.0    0.524     0
    30   10     5     23.0    0.381     9
    31   10     6     25.0    0.410     9
    32   10     5     24.0    0.310     3
    33   10     6     26.0    0.429     9
    34   10     8     28.0    0.531     6
    35   10     5     25.0    0.397     4
    36   10     8     31.0    0.626     2
    37   10     6     28.0    0.571     5
    38   10     7     31.0    0.524     2
    39   10     5     29.0    0.437     3
    40   10     6     27.0    0.395     3
    41   10     6     27.0    0.422     9
    42   10     5     24.0    0.365     1
    43   10     6     26.0    0.448     4
    44   10     6     26.0    0.422     7
    45   10     7     27.0    0.492     9
    46   10     4     22.0    0.278     8
    47   10     6     30.0    0.495     7
    48   10     7     27.0    0.492     2
    49   10     5     24.0    0.464     6
    50   10     8     31.0    0.537     6
    51   10     6     26.0    0.463     7
    52   10     7     26.0    0.452     9
    53   10     5     26.0    0.476     8
    54   10     6     24.0    0.429     8
    55   10     6     26.0    0.463     2
    56   10     6     28.0    0.490     2
    57   10     5     26.0    0.349     5
    58   10     5     24.0    0.302     1
    59   10     7     28.0    0.476     2
    60   10     6     27.0    0.490     6
    61   10     6     29.0    0.533     4
    62   10     7     26.0    0.411     8
    63   10     5     25.0    0.365     3
    64   10     6     30.0    0.408     3
    65   10     6     27.0    0.408     2
    66   10     5     26.0    0.429     9
    67   10     6     28.0    0.467     8
    68   10     5     24.0    0.286     9
    69   10     6     27.0    0.388     7
    70   10     4     22.0    0.352     5
    71   10     6     25.0    0.410     9
    72   10     5     23.0    0.373     7
    73   10     6     26.0    0.361     5
    74   10     5     26.0    0.367     5
    75   10     5     28.0    0.421     3
    76   10     6     25.0    0.495     7
    77   10     7     26.0    0.452     5
    78   10     5     25.0    0.405     7
    79   10     6     26.0    0.456     1
    80   10     4     24.0    0.352     1
    81   10     5     22.0    0.254     5
    82   10     5     27.0    0.476     6
    83   10     6     26.0    0.381     3
    84   10     6     26.0    0.448     2
    85   10     7     28.0    0.476     4
    86   10     5     26.0    0.365     5
    87   10     7     28.0    0.476     1
    88   10     6     25.0    0.429     9
    89   10     4     23.0    0.295     4
    90   10     6     23.0    0.400     9
    91   10     7     24.0    0.468     6
    92   10     7     30.0    0.524     2
    93   10     6     27.0    0.512     7
    94   10     6     21.0    0.333     8
    95   10     5     25.0    0.413     7
    96   10     7     29.0    0.492     0
    97   10     6     25.0    0.419     6
    98   10     7     26.0    0.468     2
    99   10     6     26.0    0.469     1
   100   10     4     26.0    0.295     4
   101   10     6     24.0    0.333     8
   102   10     5     27.0    0.440     6
   103   10     6     28.0    0.448     3
   104   10     7     27.0    0.452     4
   105   10     7     31.0    0.452     1
   106   10     6     26.0    0.371     4
   107   10     6     27.0    0.419     5
   108   10     7     28.0    0.524     7
   109   10     6     27.0    0.354     9
   110   10     5     27.0    0.429     5
   111   10     7     31.0    0.452     7
   112   10     5     27.0    0.464     4
   113   10     6     31.0    0.490     0
   114   10     5     26.0    0.429     3
   115   10     7     34.0    0.556     0
   116   10     6     25.0    0.371     8
   117   10     6     29.0    0.449     8
   118   10     6     29.0    0.514     6
   119   10     5     24.0    0.405     7
   120   10     5     29.0    0.405     7
   121   10     6     24.0    0.381     8
   122   10     4     24.0    0.362     8
   123   10     6     28.0    0.490     6
   124   10     7     26.0    0.387     9
   125   10     5     26.0    0.429     4
   126    9     7     26.0    0.460     3
   127    9     6     25.0    0.438     8
   128    9     6     29.0    0.486     6
   129    9     6     28.0    0.429     4
   130    9     7     29.0    0.492     7
   131    9     7     26.0    0.484     5
   132    9     5     27.0    0.341     4
   133    9     6     28.0    0.486     6
   134    9     6     22.0    0.410     5
   135    8     6     23.0    0.354     2
   136    7     5     25.0    0.413     4
Total extinctions: 0
Generation time: 11.072 sec (11.075 average)

 ****** Running generation 11 ****** 

Population's average fitness: 22.04135 stdev: 3.63905
Best fitness: 36.00000 - size: (6, 26) - species 118 - id 1496
Average adjusted fitness: 0.441
Mean genetic distance 3.208, standard deviation 0.252
Population of 794 members in 136 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   11     7     27.0    0.513    11
     2   11     5     26.0    0.433     9
     3   11     6     24.0    0.457    11
     4   11     6     28.0    0.394    10
     5   11     7     27.0    0.513    11
     6   11     6     25.0    0.432     7
     7   11     5     25.0    0.447    10
     8   11     6     29.0    0.504     9
     9   11     5     24.0    0.433     6
    10   11     6     27.0    0.496     3
    11   11     6     29.0    0.560     7
    12   11     6     30.0    0.503    11
    13   11     6     32.0    0.488     0
    14   11     6     27.0    0.474     9
    15   11     6     25.0    0.448    11
    16   11     6     24.0    0.456    11
    17   11     7     27.0    0.473     7
    18   11     6     27.0    0.400     1
    19   11     5     25.0    0.340     9
    20   11     5     25.0    0.460     8
    21   11     6     27.0    0.446     1
    22   11     6     29.0    0.520     3
    23   11     5     24.0    0.407     3
    24   11     6     24.0    0.448     5
    25   11     4     25.0    0.344     4
    26   11     6     25.0    0.424     9
    27   11     5     23.0    0.360     2
    28   11     7     29.0    0.453     4
    29   11     7     31.0    0.475     0
    30   11     6     30.0    0.472    10
    31   11     5     25.0    0.433    10
    32   11     6     24.0    0.392     4
    33   11     5     24.0    0.393    10
    34   11     7     30.0    0.505     7
    35   11     6     29.0    0.384     5
    36   11     7     29.0    0.495     3
    37   11     7     25.0    0.487     6
    38   11     6     28.0    0.383     3
    39   11     6     29.0    0.536     4
    40   11     5     32.0    0.447     0
    41   11     5     23.0    0.387    10
    42   11     6     26.0    0.512     2
    43   11     5     28.0    0.420     5
    44   11     5     24.0    0.400     8
    45   11     6     28.0    0.491    10
    46   11     6     24.0    0.400     9
    47   11     5     24.0    0.447     8
    48   11     6     27.0    0.503     3
    49   11     6     27.0    0.424     7
    50   11     7     33.0    0.535     0
    51   11     5     22.0    0.387     8
    52   11     6     27.0    0.451    10
    53   11     6     24.0    0.392     9
    54   11     5     26.0    0.427     9
    55   11     5     26.0    0.360     3
    56   11     5     25.0    0.347     3
    57   11     6     32.0    0.504     0
    58   11     6     24.0    0.424     2
    59   11     6     26.0    0.331     3
    60   11     5     25.0    0.380     7
    61   11     5     23.0    0.360     5
    62   11     6     30.0    0.469     9
    63   11     6     30.0    0.440     0
    64   11     5     28.0    0.407     4
    65   11     5     25.0    0.413     3
    66   11     4     27.0    0.320    10
    67   11     7     30.0    0.507     0
    68   11     6     29.0    0.520    10
    69   11     5     23.0    0.353     8
    70   11     5     28.0    0.490     6
    71   11     7     26.0    0.493    10
    72   11     6     24.0    0.416     8
    73   11     7     32.0    0.500     0
    74   11     6     28.0    0.456     6
    75   11     6     24.0    0.416     4
    76   11     7     25.0    0.480     8
    77   11     6     31.0    0.429     0
    78   11     6     25.0    0.424     8
    79   11     5     24.0    0.433     2
    80   11     5     25.0    0.470     2
    81   11     4     22.0    0.320     6
    82   11     6     27.0    0.528     7
    83   11     7     28.0    0.473     0
    84   11     7     27.0    0.500     3
    85   11     6     24.0    0.366     5
    86   11     6     24.0    0.456     6
    87   11     6     26.0    0.434     2
    88   11     7     26.0    0.493    10
    89   11     5     26.0    0.410     5
    90   11     5     24.0    0.407    10
    91   11     6     28.0    0.383     7
    92   11     8     31.0    0.560     3
    93   11     5     28.0    0.393     8
    94   11     7     30.0    0.547     0
    95   11     6     23.0    0.432     8
    96   11     6     25.0    0.417     1
    97   11     7     27.0    0.460     7
    98   11     6     22.0    0.326     3
    99   11     5     26.0    0.420     2
   100   11     5     31.0    0.420     0
   101   11     7     30.0    0.473     0
   102   11     6     24.0    0.408     7
   103   11     5     27.0    0.427     4
   104   11     6     23.0    0.337     5
   105   11     6     27.0    0.434     2
   106   11     5     28.0    0.393     5
   107   11     5     24.0    0.360     6
   108   11     8     28.0    0.549     8
   109   11     7     33.0    0.587     0
   110   11     6     26.0    0.488     6
   111   11     6     26.0    0.354     8
   112   11     4     22.0    0.336     5
   113   11     5     28.0    0.440     1
   114   11     6     25.0    0.384     4
   115   11     6     26.0    0.474     1
   116   11     5     26.0    0.427     9
   117   11     7     27.0    0.493     9
   118   11     7     36.0    0.600     0
   119   11     6     31.0    0.536     0
   120   11     6     26.0    0.456     8
   121   11     4     21.0    0.300     9
   122   11     5     28.0    0.440     9
   123   11     7     35.0    0.513     0
   124   11     6     31.0    0.503    10
   125   11     6     24.0    0.416     5
   126   10     6     22.0    0.366     4
   127   10     5     22.0    0.373     9
   128   10     7     28.0    0.473     7
   129   10     5     26.0    0.413     5
   130   10     6     30.0    0.514     0
   131   10     6     27.0    0.486     6
   132   10     6     27.0    0.416     5
   133   10     5     30.0    0.407     0
   134   10     7     25.0    0.453     6
   135    9     5     27.0    0.413     3
   136    8     6     29.0    0.496     0
Total extinctions: 0
Generation time: 10.929 sec (11.076 average)

 ****** Running generation 12 ****** 

Population's average fitness: 22.03275 stdev: 3.62213
Best fitness: 33.00000 - size: (6, 23) - species 96 - id 7030
Average adjusted fitness: 0.501
Mean genetic distance 3.210, standard deviation 0.254
Population of 805 members in 136 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   12     6     25.0    0.526    12
     2   12     6     27.0    0.527    10
     3   12     7     25.0    0.523    12
     4   12     5     25.0    0.485    11
     5   12     6     27.0    0.481    12
     6   12     5     25.0    0.409     8
     7   12     6     28.0    0.627    11
     8   12     7     28.0    0.523    10
     9   12     6     24.0    0.436     7
    10   12     7     25.0    0.523     4
    11   12     5     24.0    0.409     8
    12   12     5     27.0    0.394    12
    13   12     7     30.0    0.652     1
    14   12     5     23.0    0.439    10
    15   12     7     31.0    0.606    12
    16   12     5     23.0    0.470    12
    17   12     6     24.0    0.448     8
    18   12     7     26.0    0.530     2
    19   12     6     30.0    0.600     0
    20   12     6     26.0    0.473     9
    21   12     5     24.0    0.485     2
    22   12     7     28.0    0.576     4
    23   12     6     28.0    0.527     4
    24   12     7     27.0    0.545     6
    25   12     5     27.0    0.580     5
    26   12     5     25.0    0.424    10
    27   12     6     24.0    0.445     3
    28   12     6     27.0    0.539     5
    29   12     6     28.0    0.539     1
    30   12     7     28.0    0.644    11
    31   12     6     26.0    0.518    11
    32   12     7     27.0    0.523     5
    33   12     6     29.0    0.609     0
    34   12     6     29.0    0.558     8
    35   12     5     25.0    0.432     6
    36   12     6     28.0    0.468     4
    37   12     6     28.0    0.539     7
    38   12     5     22.0    0.394     4
    39   12     7     28.0    0.515     5
    40   12     6     28.0    0.500     1
    41   12     6     29.0    0.600    11
    42   12     5     26.0    0.455     3
    43   12     4     24.0    0.409     6
    44   12     6     25.0    0.491     9
    45   12     5     26.0    0.462    11
    46   12     4     22.0    0.364    10
    47   12     6     25.0    0.500     9
    48   12     5     24.0    0.424     4
    49   12     7     28.0    0.530     8
    50   12     6     23.0    0.390     1
    51   12     6     24.0    0.455     9
    52   12     7     28.0    0.705    11
    53   12     7     27.0    0.530    10
    54   12     6     29.0    0.564    10
    55   12     6     26.0    0.573     4
    56   12     4     24.0    0.345     4
    57   12     7     27.0    0.530     1
    58   12     7     25.0    0.553     3
    59   12     5     23.0    0.409     4
    60   12     6     23.0    0.473     8
    61   12     4     25.0    0.409     6
    62   12     7     25.0    0.523    10
    63   12     7     25.0    0.545     1
    64   12     6     23.0    0.491     5
    65   12     6     25.0    0.445     4
    66   12     6     26.0    0.625    11
    67   12     6     27.0    0.422     1
    68   12     5     22.0    0.439    11
    69   12     6     25.0    0.445     9
    70   12     6     29.0    0.609     7
    71   12     6     24.0    0.409    11
    72   12     5     27.0    0.455     9
    73   12     6     26.0    0.513     1
    74   12     7     28.0    0.470     7
    75   12     5     24.0    0.455     5
    76   12     6     26.0    0.506     9
    77   12     7     25.0    0.561     1
    78   12     5     24.0    0.477     9
    79   12     6     31.0    0.545     3
    80   12     6     28.0    0.555     3
    81   12     5     22.0    0.398     7
    82   12     5     24.0    0.409     8
    83   12     6     25.0    0.448     1
    84   12     6     28.0    0.487     4
    85   12     7     27.0    0.583     6
    86   12     5     25.0    0.409     7
    87   12     7     28.0    0.515     3
    88   12     6     25.0    0.448    11
    89   12     6     26.0    0.527     6
    90   12     6     30.0    0.564     0
    91   12     7     26.0    0.515     8
    92   12     7     27.0    0.562     4
    93   12     6     27.0    0.464     9
    94   12     6     33.0    0.675     0
    95   12     7     27.0    0.561     9
    96   12     7     33.0    0.621     0
    97   12     6     25.0    0.461     8
    98   12     7     30.0    0.561     0
    99   12     6     26.0    0.464     3
   100   12     6     29.0    0.527     1
   101   12     6     28.0    0.506     1
   102   12     5     28.0    0.508     8
   103   12     6     28.0    0.591     5
   104   12     5     23.0    0.417     6
   105   12     7     28.0    0.538     3
   106   12     6     26.0    0.600     6
   107   12     6     28.0    0.491     7
   108   12     7     32.0    0.619     0
   109   12     6     31.0    0.539     1
   110   12     7     24.0    0.515     7
   111   12     7     26.0    0.598     9
   112   12     5     27.0    0.568     6
   113   12     6     24.0    0.455     2
   114   12     7     30.0    0.545     5
   115   12     7     30.0    0.561     2
   116   12     4     24.0    0.391    10
   117   12     6     31.0    0.591     0
   118   12     6     27.0    0.461     1
   119   12     5     24.0    0.439     1
   120   12     7     27.0    0.523     9
   121   12     6     27.0    0.443    10
   122   12     4     21.0    0.373    10
   123   12     6     28.0    0.532     1
   124   12     7     27.0    0.553    11
   125   12     5     22.0    0.386     6
   126   11     5     24.0    0.371     5
   127   11     6     27.0    0.445    10
   128   11     6     33.0    0.468     0
   129   11     4     24.0    0.345     6
   130   11     5     28.0    0.492     1
   131   11     7     29.0    0.621     7
   132   11     5     30.0    0.508     0
   133   11     6     25.0    0.500     1
   134   11     6     29.0    0.494     7
   135   10     4     23.0    0.382     4
   136    9     5     26.0    0.477     1
Total extinctions: 0
Generation time: 11.145 sec (11.060 average)

 ****** Running generation 13 ****** 

Population's average fitness: 21.98385 stdev: 3.61961
Best fitness: 38.00000 - size: (6, 20) - species 129 - id 7453
Average adjusted fitness: 0.385
Mean genetic distance 3.215, standard deviation 0.254
Population of 794 members in 136 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   13     5     28.0    0.372    13
     2   13     5     25.0    0.346    11
     3   13     6     26.0    0.363    13
     4   13     6     26.0    0.392    12
     5   13     5     27.0    0.327    13
     6   13     4     23.0    0.300     9
     7   13     5     26.0    0.346    12
     8   13     6     28.0    0.429    11
     9   13     5     24.0    0.301     8
    10   13     6     26.0    0.412     5
    11   13     6     28.0    0.400     9
    12   13     6     29.0    0.492    13
    13   13     6     25.0    0.319     2
    14   13     6     28.0    0.369    11
    15   13     6     29.0    0.440    13
    16   13     6     26.0    0.400    13
    17   13     7     29.0    0.404     9
    18   13     6     26.0    0.456     3
    19   13     5     28.0    0.321     1
    20   13     5     27.0    0.321    10
    21   13     6     24.0    0.362     3
    22   13     6     26.0    0.319     5
    23   13     7     27.0    0.410     5
    24   13     6     26.0    0.434     7
    25   13     6     25.0    0.392     6
    26   13     6     23.0    0.346    11
    27   13     7     27.0    0.397     4
    28   13     7     32.0    0.455     0
    29   13     7     31.0    0.417     2
    30   13     6     23.0    0.330    12
    31   13     5     25.0    0.372    12
    32   13     6     23.0    0.319     6
    33   13     5     25.0    0.321     1
    34   13     5     26.0    0.385     9
    35   13     6     30.0    0.469     0
    36   13     7     33.0    0.506     0
    37   13     7     29.0    0.423     8
    38   13     6     27.0    0.423     5
    39   13     6     28.0    0.401     6
    40   13     5     26.0    0.365     2
    41   13     5     25.0    0.372    12
    42   13     6     31.0    0.454     0
    43   13     5     25.0    0.385     7
    44   13     5     26.0    0.282    10
    45   13     6     27.0    0.431    12
    46   13     3     26.0    0.375    11
    47   13     7     27.0    0.423    10
    48   13     6     29.0    0.438     5
    49   13     6     27.0    0.330     9
    50   13     7     29.0    0.506     2
    51   13     7     29.0    0.462     0
    52   13     6     29.0    0.330    12
    53   13     6     25.0    0.390    11
    54   13     7     28.0    0.462    11
    55   13     5     25.0    0.359     5
    56   13     5     24.0    0.308     5
    57   13     6     28.0    0.368     2
    58   13     6     29.0    0.390     4
    59   13     6     27.0    0.492     5
    60   13     7     26.0    0.417     9
    61   13     5     31.0    0.423     0
    62   13     6     29.0    0.412    11
    63   13     6     27.0    0.357     2
    64   13     5     29.0    0.391     6
    65   13     7     28.0    0.455     5
    66   13     5     24.0    0.263    12
    67   13     5     25.0    0.385     2
    68   13     6     25.0    0.377    12
    69   13     5     24.0    0.314    10
    70   13     5     23.0    0.314     8
    71   13     5     24.0    0.359    12
    72   13     4     22.0    0.215    10
    73   13     5     28.0    0.372     2
    74   13     6     26.0    0.396     8
    75   13     4     23.0    0.300     6
    76   13     7     27.0    0.404    10
    77   13     6     29.0    0.401     2
    78   13     6     29.0    0.469     0
    79   13     5     23.0    0.314     4
    80   13     5     25.0    0.359     4
    81   13     6     27.0    0.346     8
    82   13     6     29.0    0.446     0
    83   13     5     26.0    0.378     2
    84   13     5     25.0    0.308     5
    85   13     6     26.0    0.407     7
    86   13     6     28.0    0.408     8
    87   13     6     26.0    0.390     4
    88   13     7     29.0    0.436     0
    89   13     7     26.0    0.417     7
    90   13     7     26.0    0.404     1
    91   13     6     25.0    0.429     9
    92   13     6     27.0    0.401     5
    93   13     7     34.0    0.468     0
    94   13     5     27.0    0.378     1
    95   13     8     29.0    0.462    10
    96   13     6     25.0    0.291     1
    97   13     7     26.0    0.429     9
    98   13     6     25.0    0.357     1
    99   13     5     27.0    0.378     4
   100   13     7     26.0    0.417     2
   101   13     7     26.0    0.404     2
   102   13     6     27.0    0.362     9
   103   13     5     25.0    0.295     6
   104   13     4     21.0    0.231     7
   105   13     6     27.0    0.412     4
   106   13     7     27.0    0.397     7
   107   13     5     23.0    0.263     8
   108   13     6     25.0    0.346     1
   109   13     5     28.0    0.346     2
   110   13     8     31.0    0.467     0
   111   13     6     23.0    0.352    10
   112   13     6     25.0    0.338     7
   113   13     7     28.0    0.481     3
   114   13     6     23.0    0.346     6
   115   13     6     24.0    0.368     3
   116   13     5     27.0    0.423    11
   117   13     5     26.0    0.378     1
   118   13     7     28.0    0.417     2
   119   13     6     30.0    0.446     2
   120   13     6     29.0    0.390    10
   121   13     7     23.0    0.295    11
   122   13     5     27.0    0.404    11
   123   13     7     29.0    0.571     2
   124   13     6     24.0    0.346    12
   125   13     6     29.0    0.346     7
   126   12     6     25.0    0.392     6
   127   12     5     26.0    0.391    11
   128   12     5     24.0    0.353     1
   129   12     7     38.0    0.596     0
   130   12     7     31.0    0.554     0
   131   12     6     24.0    0.418     8
   132   12     4     21.0    0.254     1
   133   12     5     23.0    0.301     2
   134   12     5     27.0    0.391     8
   135   11     5     25.0    0.317     5
   136   10     6     28.0    0.354     2
Total extinctions: 0
Generation time: 11.244 sec (11.068 average)

 ****** Running generation 14 ****** 

Population's average fitness: 22.13098 stdev: 3.60492
Best fitness: 36.00000 - size: (6, 23) - species 92 - id 8210
Average adjusted fitness: 0.487
Mean genetic distance 3.217, standard deviation 0.252
Population of 789 members in 136 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   14     6     28.0    0.585    14
     2   14     6     28.0    0.474    12
     3   14     5     25.0    0.469    14
     4   14     5     23.0    0.426    13
     5   14     6     23.0    0.489    14
     6   14     5     29.0    0.546    10
     7   14     6     28.0    0.570    13
     8   14     5     26.0    0.469    12
     9   14     4     24.0    0.393     9
    10   14     5     24.0    0.414     6
    11   14     5     25.0    0.488    10
    12   14     5     21.0    0.383    14
    13   14     7     30.0    0.586     3
    14   14     7     27.0    0.519    12
    15   14     7     29.0    0.506    14
    16   14     5     26.0    0.481    14
    17   14     6     29.0    0.556    10
    18   14     5     25.0    0.475     4
    19   14     6     30.0    0.504     2
    20   14     6     30.0    0.504    11
    21   14     5     27.0    0.463     4
    22   14     7     30.0    0.623     6
    23   14     6     27.0    0.492     6
    24   14     7     27.0    0.556     8
    25   14     5     23.0    0.469     7
    26   14     5     25.0    0.420    12
    27   14     6     25.0    0.503     5
    28   14     6     25.0    0.471     1
    29   14     6     31.0    0.503     3
    30   14     5     31.0    0.457    13
    31   14     6     29.0    0.615     0
    32   14     5     24.0    0.444     7
    33   14     4     23.0    0.407     2
    34   14     6     32.0    0.541     0
    35   14     7     28.0    0.525     1
    36   14     6     26.0    0.519     1
    37   14     6     25.0    0.413     9
    38   14     7     32.0    0.630     6
    39   14     7     32.0    0.531     0
    40   14     4     21.0    0.356     3
    41   14     4     22.0    0.407    13
    42   14     5     28.0    0.401     1
    43   14     4     25.0    0.407     8
    44   14     6     26.0    0.511    11
    45   14     5     22.0    0.438    13
    46   14     5     24.0    0.519    12
    47   14     6     26.0    0.519    11
    48   14     5     31.0    0.481     6
    49   14     5     24.0    0.475    10
    50   14     6     27.0    0.492     3
    51   14     6     26.0    0.476     1
    52   14     5     24.0    0.457    13
    53   14     5     29.0    0.444     0
    54   14     6     26.0    0.508    12
    55   14     6     26.0    0.459     6
    56   14     6     24.0    0.496     6
    57   14     7     25.0    0.512     3
    58   14     7     29.0    0.568     5
    59   14     5     30.0    0.469     0
    60   14     6     33.0    0.545     0
    61   14     6     26.0    0.519     1
    62   14     7     28.0    0.537    12
    63   14     5     25.0    0.475     3
    64   14     6     31.0    0.533     7
    65   14     6     26.0    0.460     6
    66   14     4     21.0    0.385    13
    67   14     6     26.0    0.504     3
    68   14     5     24.0    0.469    13
    69   14     6     25.0    0.511    11
    70   14     6     26.0    0.481     9
    71   14     6     27.0    0.467    13
    72   14     5     20.0    0.333    11
    73   14     6     28.0    0.459     3
    74   14     8     29.0    0.574     9
    75   14     5     25.0    0.454     7
    76   14     6     23.0    0.450    11
    77   14     7     30.0    0.556     3
    78   14     5     23.0    0.389     1
    79   14     6     28.0    0.459     5
    80   14     6     26.0    0.496     5
    81   14     5     28.0    0.475     9
    82   14     7     27.0    0.556     1
    83   14     6     28.0    0.526     3
    84   14     6     22.0    0.452     6
    85   14     7     29.0    0.531     8
    86   14     5     24.0    0.432     9
    87   14     5     25.0    0.469     5
    88   14     6     21.0    0.386     1
    89   14     6     26.0    0.434     8
    90   14     6     32.0    0.466     0
    91   14     5     25.0    0.494    10
    92   14     7     36.0    0.611     0
    93   14     6     29.0    0.571     1
    94   14     5     24.0    0.474     2
    95   14     7     25.0    0.463    11
    96   14     7     31.0    0.519     2
    97   14     6     24.0    0.466    10
    98   14     7     28.0    0.586     2
    99   14     6     26.0    0.533     5
   100   14     6     26.0    0.524     3
   101   14     6     27.0    0.450     3
   102   14     7     25.0    0.525    10
   103   14     6     27.0    0.452     7
   104   14     5     27.0    0.556     8
   105   14     7     27.0    0.500     5
   106   14     6     26.0    0.524     8
   107   14     6     26.0    0.519     9
   108   14     5     29.0    0.475     2
   109   14     6     27.0    0.533     3
   110   14     7     26.0    0.449     1
   111   14     5     27.0    0.475    11
   112   14     5     25.0    0.494     8
   113   14     6     22.0    0.344     4
   114   14     7     28.0    0.500     7
   115   14     7     27.0    0.586     4
   116   14     6     28.0    0.556    12
   117   14     6     24.0    0.444     2
   118   14     6     23.0    0.450     3
   119   14     7     29.0    0.525     3
   120   14     5     27.0    0.463    11
   121   14     6     27.0    0.481    12
   122   14     6     25.0    0.481    12
   123   14     8     29.0    0.587     3
   124   14     5     25.0    0.488    13
   125   14     5     24.0    0.346     8
   126   13     7     26.0    0.531     7
   127   13     6     27.0    0.519    12
   128   13     6     24.0    0.459     2
   129   13     6     24.0    0.376     1
   130   13     6     28.0    0.418     1
   131   13     5     24.0    0.463     9
   132   13     5     28.0    0.546     2
   133   13     6     30.0    0.600     3
   134   13     4     25.0    0.407     9
   135   12     6     23.0    0.430     6
   136   11     5     25.0    0.426     3
Total extinctions: 0
Generation time: 10.987 sec (11.062 average)
Saving checkpoint to neat-checkpoint-14

 ****** Running generation 15 ****** 

Population's average fitness: 22.11787 stdev: 3.58069
Best fitness: 36.00000 - size: (6, 19) - species 109 - id 8742
Average adjusted fitness: 0.420
Mean genetic distance 3.217, standard deviation 0.253
Population of 810 members in 136 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   15     5     30.0    0.424    15
     2   15     5     22.0    0.285    13
     3   15     6     32.0    0.433    15
     4   15     6     23.0    0.375    14
     5   15     5     24.0    0.361    15
     6   15     6     31.0    0.392     0
     7   15     7     29.0    0.465    14
     8   15     6     27.0    0.458    13
     9   15     5     20.0    0.312    10
    10   15     6     25.0    0.383     7
    11   15     6     23.0    0.375    11
    12   15     6     24.0    0.408    15
    13   15     6     29.0    0.482     4
    14   15     6     28.0    0.470    13
    15   15     6     27.0    0.446    15
    16   15     6     26.0    0.417    15
    17   15     7     27.0    0.444    11
    18   15     6     29.0    0.392     5
    19   15     7     28.0    0.507     3
    20   15     5     24.0    0.375    12
    21   15     7     30.0    0.608     5
    22   15     8     31.0    0.512     7
    23   15     7     27.0    0.451     7
    24   15     6     26.0    0.357     9
    25   15     6     32.0    0.533     0
    26   15     6     26.0    0.400    13
    27   15     5     23.0    0.403     6
    28   15     7     27.0    0.431     2
